Tanggal Transaksi,Lokasi Pembelian,Tipe,Merek,Warna,Jenis Kelamin,Kota,Propinsi,Usia,Jenis Pembayaran,Pekerjaan,Pendidikan,Harga Jual
25/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,42,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,JOMBANG,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,JOMBANG,JAWA TIMUR,24,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,26,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,PEREMPUAN,PAMEKASAN,JAWA TIMUR,41,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,52,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,PEREMPUAN,MOJOKERTO,JAWA TIMUR,37,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,45,KREDIT,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
25/04/2018,JOMBANG,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,LAMONGAN,JAWA TIMUR,46,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,39,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,33,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,PEREMPUAN,MOJOKERTO,JAWA TIMUR,30,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,BANGKALAN,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,BANGKALAN,JAWA TIMUR,52,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,36,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,BOJONEGORO,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,32,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,LAMONGAN,JAWA TIMUR,35,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,30,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,PEREMPUAN,SIDOARJO,JAWA TIMUR,26,TUNAI,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,27,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,PEREMPUAN,SIDOARJO,JAWA TIMUR,29,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,22,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SURABAYA,OPPO F1S,OPPO,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,30,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
25/04/2018,BOJONEGORO,OPPO F1S,OPPO,MERAH,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,32,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,OPPO F1S,OPPO,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,39,TUNAI,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,JOMBANG,OPPO F1S,OPPO,PUTIH,LAKI-LAKI,JOMBANG,JAWA TIMUR,22,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SIDOARJO,OPPO F1S,OPPO,PUTIH,PEREMPUAN,SIDOARJO,JAWA TIMUR,38,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,GRESIK,OPPO F1,OPPO,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,34,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,OPPO F1,OPPO,HITAM,LAKI-LAKI,GRESIK,JAWA TIMUR,18,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,GRESIK,OPPO F1,OPPO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,40,TUNAI,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,30,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,54,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,JOMBANG,JAWA TIMUR,20,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,JOMBANG,JAWA TIMUR,21,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,46,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,PAMEKASAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SAMPANG,JAWA TIMUR,43,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,35,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,52,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,BANGKALAN,JAWA TIMUR,23,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,TUBAN,JAWA TIMUR,44,KREDIT,LAIN-LAIN,SD,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,32,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,22,TUNAI,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,35,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,46,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,TUBAN,JAWA TIMUR,33,KREDIT,WIRASWASTA,SMP,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,GRESIK,JAWA TIMUR,48,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,31,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,48,TUNAI,KARYAWAN SWASTA,PASCA SARJANA (S2/S3),1649000
25/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,21,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,GRESIK,JAWA TIMUR,42,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,33,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
25/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,22,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,JOMBANG,JAWA TIMUR,20,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,24,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,24,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,30,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,24,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,31,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,34,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,26,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,35,KREDIT,KARYAWAN SWASTA,SMP,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,32,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,PEREMPUAN,SIDOARJO,JAWA TIMUR,30,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,PAMEKASAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,PEREMPUAN,SAMPANG,JAWA TIMUR,36,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,34,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,21,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,35,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,43,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,32,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,37,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,48,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,GRESIK,JAWA TIMUR,23,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,27,TUNAI,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
25/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,PEREMPUAN,BOJONEGORO,JAWA TIMUR,39,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,36,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,PAMEKASAN,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,23,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,GRESIK,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,26,TUNAI,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,22,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,23,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,56,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,48,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,JOMBANG,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,LAMONGAN,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,XIAOMI POCOPHONE FI 6/64 GB,XIAOMI,BIRU,LAKI-LAKI,GRESIK,JAWA TIMUR,39,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI POCOPHONE FI 6/64 GB,XIAOMI,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,25,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,MOJOKERTO,XIAOMI POCOPHONE FI 6/64 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,37,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,LAMONGAN,XIAOMI MI NOTE 3/16 GB,XIAOMI,BIRU,LAKI-LAKI,LAMONGAN,JAWA TIMUR,38,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI NOTE 3/16 GB,XIAOMI,BIRU,PEREMPUAN,SURABAYA,JAWA TIMUR,35,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI NOTE 3/16 GB,XIAOMI,HIJAU,PEREMPUAN,SURABAYA,JAWA TIMUR,58,TUNAI,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI NOTE 3/16 GB,XIAOMI,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,48,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI NOTE 3/16 GB,XIAOMI,PUTIH,PEREMPUAN,SIDOARJO,JAWA TIMUR,29,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY C7 PRO,SAMSUNG,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,50,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY C7 PRO,SAMSUNG,MERAH,LAKI-LAKI,JEMBER,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,GRESIK,XIAOMI REDMI 5 2/16 GB,XIAOMI,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,53,TUNAI,IBU RUMAH TANGGA,SMP,1649000
26/04/2018,SUMENEP,XIAOMI REDMI 6 3/32 GB,XIAOMI,HITAM,PEREMPUAN,SUMENEP,JAWA TIMUR,57,TUNAI,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,MOJOKERTO,XIAOMI REDMI 6 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,26,KREDIT,LAIN-LAIN,LAIN-LAIN,1649000
26/04/2018,SURABAYA,XIAOMI REDMI 6 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,39,TUNAI,IBU RUMAH TANGGA,AKADEMI/DIPLOMA,1649000
26/04/2018,SIDOARJO,XIAOMI REDMI 5 PLUS 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,21,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SIDOARJO,OPPO F3,OPPO,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,51,KREDIT,PNS,SARJANA (S1),1649000
26/04/2018,SURABAYA,OPPO F5,OPPO,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,30,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,GRESIK,OPPO F5,OPPO,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,20,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,OPPO F5,OPPO,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,22,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,GRESIK,OPPO F5,OPPO,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,45,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,OPPO F5,OPPO,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,50,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,COKLAT,LAKI-LAKI,SURABAYA,JAWA TIMUR,45,KREDIT,PNS,SARJANA (S1),1649000
26/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,JOMBANG,JAWA TIMUR,44,TUNAI,LAIN-LAIN,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,25,TUNAI,PELAJAR/MAHASISWA,SARJANA (S1),1649000
26/04/2018,SUMENEP,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,SUMENEP,JAWA TIMUR,64,KREDIT,LAIN-LAIN,LAIN-LAIN,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SIDOARJO,JAWA TIMUR,32,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SUMENEP,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SUMENEP,JAWA TIMUR,25,TUNAI,WIRASWASTA,SMP,1649000
26/04/2018,TUBAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,TUBAN,JAWA TIMUR,45,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SURABAYA,JAWA TIMUR,52,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,BANGKALAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,BANGKALAN,JAWA TIMUR,24,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,SURABAYA,JAWA TIMUR,22,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,GRESIK,JAWA TIMUR,48,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SUMENEP,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,SUMENEP,JAWA TIMUR,25,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,GRESIK,JAWA TIMUR,45,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,SURABAYA,JAWA TIMUR,35,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,SURABAYA,JAWA TIMUR,49,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,SURABAYA,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,47,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SIDOARJO,JAWA TIMUR,44,TUNAI,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,34,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,48,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,30,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,46,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,42,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,33,TUNAI,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,48,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
